fuente_datos,fecha_procesamiento,id_registro,empresa_organizacion,cargo_area,ciudad,pais,tecnologia_principal,framework_herramienta,nivel_experiencia,salario_usd,modalidad_tipo,fecha_referencia,anio_referencia,edad,anos_experiencia,nivel_educativo,certificaciones,inversion_usd,participantes,duracion_meses,satisfaccion_promedio,tiene_salario,rango_salario,tiene_experiencia,nivel_experiencia_grupo,pais_normalizado,ciudad_normalizada,mes_procesamiento,ano_procesamiento,categoria_salario,grupo_edad,anio,mes
empleos_tech,2025-11-17 12:53:41.105338,JOB-100251,Atlas Systems,Data Engineer,Buenos Aires,Argentina,Kotlin,React,Senior,27298.0,Presencial,,,,,,,,,,,True,<50K,False,,Argentina,Buenos Aires,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100252,CloudForge,Cloud Architect,Concepción,Chile,JavaScript,Vue,Senior,33793.0,Presencial,,,,,,,,,,,True,<50K,False,,Chile,Concepción,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100253,QuantumWare,Cybersecurity Analyst,Buenos Aires,Argentina,JavaScript,React,Senior,27.221,Remoto,,,,,,,,,,,True,<50K,False,,Argentina,Buenos Aires,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100254,CodeWorks,Data Scientist,New York,USA,TypeScript,React,Mid,101248.0,Remoto,,,,,,,,,,,True,100K-150K,False,,Usa,New York,11,2025,100K+,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100255,Vertex AI,ML Engineer,Madrid,España,PHP,Node.js,Senior,53681.0,Remoto,,,,,,,,,,,True,50K-75K,False,,España,Madrid,11,2025,50K-75K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100256,CodeWorks,BI Developer,Valparaíso,Chile,PHP,Flask,Mid,28659.0,Remoto,,,,,,,,,,,True,<50K,False,,Chile,Valparaíso,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100257,SoftSmart,Data Engineer,Buenos Aires,Argentina,Kotlin,Django,Senior,26.033,Remoto,,,,,,,,,,,True,<50K,False,,Argentina,Buenos Aires,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100258,BluePixel,MLOps Engineer,Valparaíso,Chile,Scala,.NET,Junior,17011.0,Híbrido,,,,,,,,,,,True,<50K,False,,Chile,Valparaíso,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100259,DevOpsLab,Cloud Architect,Lima,Perú,Swift,FastAPI,Junior,14358.0,Presencial,,,,,,,,,,,True,<50K,False,,Perú,Lima,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100260,IA Factory,Data Engineer,Cusco,Perú,Kotlin,.NET,Junior,15757.0,Híbrido,,,,,,,,,,,True,<50K,False,,Perú,Cusco,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100261,DevOpsLab,BI Developer,Monterrey,México,TypeScript,Django,Junior,17088.0,Presencial,,,,,,,,,,,True,<50K,False,,México,Monterrey,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100262,Lambda Solutions,Data Scientist,San Francisco,USA,PHP,Laravel,Mid,,Presencial,,,,,,,,,,,False,,False,,Usa,San Francisco,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100263,DevOpsLab,Frontend Developer,Valparaíso,Chile,R,Angular,Junior,14703.0,Presencial,,,,,,,,,,,True,<50K,False,,Chile,Valparaíso,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100264,GreenBit,MLOps Engineer,Austin,USA,TypeScript,Spark,Junior,80298.0,Remoto,,,,,,,,,,,True,75K-100K,False,,Usa,Austin,11,2025,75K-100K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100265,Lambda Solutions,Data Engineer,Monterrey,México,PHP,Vue,Senior,30720.0,Híbrido,,,,,,,,,,,True,<50K,False,,México,Monterrey,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100266,RocketSoft,Cybersecurity Analyst,San Francisco,USA,PHP,React,Junior,76713.0,Presencial,,,,,,,,,,,True,75K-100K,False,,Usa,San Francisco,11,2025,75K-100K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100267,BluePixel,ML Engineer,Austin,USA,TypeScript,Flask,Junior,70117.0,Remoto,,,,,,,,,,,True,50K-75K,False,,Usa,Austin,11,2025,50K-75K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100268,BluePixel,BI Developer,Cusco,Perú,PHP,FastAPI,Mid,18834.0,Híbrido,,,,,,,,,,,True,<50K,False,,Perú,Cusco,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100269,Atlas Systems,Cybersecurity Analyst,San Francisco,USA,Python,,Senior,,Remoto,,,,,,,,,,,False,,False,,Usa,San Francisco,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100270,BluePixel,Cybersecurity Analyst,CDMX,México,Scala,Flask,Junior,15780.0,Remoto,,,,,,,,,,,True,<50K,False,,México,Cdmx,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100271,DataNova,Backend Developer,Bucaramanga,Colombia,Go,Vue,Senior,16767.0,Remoto,,,,,,,,,,,True,<50K,False,,Colombia,Bucaramanga,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100272,DataNova,MLOps Engineer,Valencia,España,Kotlin,.NET,Senior,64316.0,Remoto,,,,,,,,,,,True,50K-75K,False,,España,Valencia,11,2025,50K-75K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100273,QuantumWare,Frontend Developer,Miami,USA,Kotlin,Django,Junior,81.694,Remoto,,,,,,,,,,,True,<50K,False,,Usa,Miami,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100274,DataNova,ML Engineer,Lima,Perú,C#,Spring,Senior,22463.0,Híbrido,,,,,,,,,,,True,<50K,False,,Perú,Lima,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100275,Lambda Solutions,Backend Developer,Buenos Aires,Argentina,TypeScript,Angular,Senior,30539.0,Presencial,,,,,,,,,,,True,<50K,False,,Argentina,Buenos Aires,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100276,Vertex AI,Cybersecurity Analyst,New York,USA,Swift,Angular,Junior,86670.0,Presencial,,,,,,,,,,,True,75K-100K,False,,Usa,New York,11,2025,75K-100K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100277,NeoTech,DevOps Engineer,CDMX,México,Java,Django,Senior,23051.0,Remoto,,,,,,,,,,,True,<50K,False,,México,Cdmx,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100278,Vertex AI,Data Engineer,Lima,Perú,JavaScript,Spring,Senior,23590.0,Presencial,,,,,,,,,,,True,<50K,False,,Perú,Lima,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100279,RocketSoft,Backend Developer,Buenos Aires,Argentina,Scala,Node.js,Mid,13.084,Remoto,,,,,,,,,,,True,<50K,False,,Argentina,Buenos Aires,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100280,QuantumWare,MLOps Engineer,Valparaíso,Chile,PHP,Django,Junior,22.71,Presencial,,,,,,,,,,,True,<50K,False,,Chile,Valparaíso,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100281,DataNova,Frontend Developer,San Francisco,USA,R,React,Junior,69299.0,Presencial,,,,,,,,,,,True,50K-75K,False,,Usa,San Francisco,11,2025,50K-75K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100282,RocketSoft,Backend Developer,Arequipa,Perú,TypeScript,,Mid,12269.0,Híbrido,,,,,,,,,,,True,<50K,False,,Perú,Arequipa,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100283,RocketSoft,Backend Developer,Concepción,Chile,JavaScript,Node.js,Senior,25713.0,Presencial,,,,,,,,,,,True,<50K,False,,Chile,Concepción,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100284,Vertex AI,Data Scientist,Lima,Perú,Kotlin,Spring,Mid,17.398,Presencial,,,,,,,,,,,True,<50K,False,,Perú,Lima,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100285,DataNova,ML Engineer,valencia,España,Go,Spring,Senior,59.27,Híbrido,,,,,,,,,,,True,<50K,False,,España,Valencia,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100286,Lambda Solutions,MLOps Engineer,Cartagea,Colombia,Scala,.NET,Mid,11.839,Presencial,,,,,,,,,,,True,<50K,False,,Colombia,Cartagea,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100287,NeoTech,BI Developer,Bogotá,Colombia,R,Flask,Senior,17988.0,Remoto,,,,,,,,,,,True,<50K,False,,Colombia,Bogotá,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100288,DevOpsLab,Cybersecurity Analyst,Guadalajara,México,R,Django,Junior,12020.0,Presencial,,,,,,,,,,,True,<50K,False,,México,Guadalajara,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100289,CloudForge,Fullstack Developer,Cali,Colombia,C#,React,Senior,13419.0,Híbrido,,,,,,,,,,,True,<50K,False,,Colombia,Cali,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100290,SoftSmart,Cybersecurity Analyst,???,USA,Python,.NET,Senior,,Remoto,,,,,,,,,,,False,,False,,Usa,???,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100291,Lambda Solutions,Data Engineer,Córdoba,Argentina,R,Angular,Mid,21476.0,Remoto,,,,,,,,,,,True,<50K,False,,Argentina,Córdoba,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100292,DevOpsLab,MLOps Engineer,Valparaíso,Chile,Python,React,Senior,34.839,Remoto,,,,,,,,,,,True,<50K,False,,Chile,Valparaíso,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100293,CodeWorks,Data Engineer,Valparaíso,Chile,Python,.NET,Senior,41730.0,Presencial,,,,,,,,,,,True,<50K,False,,Chile,Valparaíso,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100294,DataNova,Cloud Architect,Unknown,USA,Scala,FastAPI,Senior,114023.0,Remoto,,,,,,,,,,,True,100K-150K,False,,Usa,Unknown,11,2025,100K+,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100295,CloudForge,DevOps Engineer,Valencia,España,Swift,Angular,Senior,49846.0,Presencial,,,,,,,,,,,True,<50K,False,,España,Valencia,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100296,RocketSoft,Data Engineer,rosario,Argentina,PHP,Vue,Senior,32310.0,Remoto,,,,,,,,,,,True,<50K,False,,Argentina,Rosario,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100297,IA Factory,Fullstack Developer,???,México,C#,Spark,Junior,18369.0,Remoto,,,,,,,,,,,True,<50K,False,,México,???,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100298,GreenBit,Data Analyst,SEATTLE,USA,R,Spring,Senior,,Presencial,,,,,,,,,,,False,,False,,Usa,Seattle,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100299,CloudForge,Frontend Developer,Madrid,España,R,Angular,Mid,47.573,Presencial,,,,,,,,,,,True,<50K,False,,España,Madrid,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100300,DevOpsLab,Fullstack Developer,Monterrey,México,Kotlin,Vue,Senior,,Híbrido,,,,,,,,,,,False,,False,,México,Monterrey,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100301,Atlas Systems,Data Scientist,Valencia,España,TypeScript,Spring,Mid,39.879,Remoto,,,,,,,,,,,True,<50K,False,,España,Valencia,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100302,RocketSoft,Data Analyst,Arequipa,Perú,C#,Spring,Mid,17530.0,Remoto,,,,,,,,,,,True,<50K,False,,Perú,Arequipa,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100303,BluePixel,DevOps Engineer,Arequipa,Perú,R,Spark,Senior,19196.0,Presencial,,,,,,,,,,,True,<50K,False,,Perú,Arequipa,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100304,Vertex AI,Data Analyst,Lima,Perú,Scala,React,Mid,18696.0,Híbrido,,,,,,,,,,,True,<50K,False,,Perú,Lima,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100305,DataNova,Data Analyst,Rosario,Argentina,TypeScript,Laravel,Mid,22798.0,Híbrido,,,,,,,,,,,True,<50K,False,,Argentina,Rosario,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100306,RocketSoft,ML Engineer,Guadalajara,México,Swift,Django,Senior,24639.0,Presencial,,,,,,,,,,,True,<50K,False,,México,Guadalajara,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100307,Orion Cloud,Data Analyst,Santiago,Chile,Java,React,Junior,19.788,Remoto,,,,,,,,,,,True,<50K,False,,Chile,Santiago,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100308,SoftSmart,Data Engineer,Concepción,Chile,PHP,FastAPI,Junior,24178.0,Híbrido,,,,,,,,,,,True,<50K,False,,Chile,Concepción,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100309,SoftSmart,Cybersecurity Analyst,Miami,USA,Python,Spring,Senior,108068.0,Híbrido,,,,,,,,,,,True,100K-150K,False,,Usa,Miami,11,2025,100K+,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100310,GreenBit,MLOps Engineer,Puebla,México,Python,Angular,Mid,13.956,Híbrido,,,,,,,,,,,True,<50K,False,,México,Puebla,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100311,Vertex AI,Cloud Architect,Santiago,Chile,Scala,FastAPI,Senior,31566.0,Remoto,,,,,,,,,,,True,<50K,False,,Chile,Santiago,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100312,DataNova,Cybersecurity Analyst,arequipa,Perú,Java,.NET,Senior,20676.0,Híbrido,,,,,,,,,,,True,<50K,False,,Perú,Arequipa,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100313,Orion Cloud,DevOps Engineer,Medellín,Colombia,Kotlin,React,Junior,11538.0,Remoto,,,,,,,,,,,True,<50K,False,,Colombia,Medellín,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100314,RocketSoft,ML Engineer,Lima,Perú,Python,Vue,Senior,26.37,Remoto,,,,,,,,,,,True,<50K,False,,Perú,Lima,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100315,SoftSmart,Cybersecurity Analyst,CDMX,México,Java,FastAPI,Junior,12533.0,Remoto,,,,,,,,,,,True,<50K,False,,México,Cdmx,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100316,Orion Cloud,MLOps Engineer,Barcelona,España,R,Spring,Junior,27597.0,Híbrido,,,,,,,,,,,True,<50K,False,,España,Barcelona,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100317,DevOpsLab,Frontend Developer,???,Perú,Go,Node.js,Senior,36014.0,Remoto,,,,,,,,,,,True,<50K,False,,Perú,???,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100318,DevOpsLab,MLOps Engineer,Concepción,Chile,Go,React,Senior,31797.0,Remoto,,,,,,,,,,,True,<50K,False,,Chile,Concepción,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100319,QuantumWare,Data Analyst,Barcelona,España,Python,,Junior,26.925,Híbrido,,,,,,,,,,,True,<50K,False,,España,Barcelona,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100320,RocketSoft,Data Analyst,Arequipa,Perú,C#,FastAPI,Mid,18821.0,Remoto,,,,,,,,,,,True,<50K,False,,Perú,Arequipa,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100321,NeoTech,BI Developer,Santiago,Chile,Go,Django,Senior,,Remoto,,,,,,,,,,,False,,False,,Chile,Santiago,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100322,Lambda Solutions,Fullstack Developer,AUSTIN,USA,Kotlin,FastAPI,Junior,78.527,Remoto,,,,,,,,,,,True,<50K,False,,Usa,Austin,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100323,CyberShield,ML Engineer,Bogota,Colombia,TypeScript,.NET,Mid,10364.0,Remoto,,,,,,,,,,,True,<50K,False,,Colombia,Bogota,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100324,Vertex AI,Data Analyst,Monterrey,México,PHP,Spark,Senior,20818.0,Híbrido,,,,,,,,,,,True,<50K,False,,México,Monterrey,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100325,Atlas Systems,Data Analyst,Puebla,México,Java,React,Junior,15.687,Híbrido,,,,,,,,,,,True,<50K,False,,México,Puebla,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100326,CodeWorks,Cybersecurity Analyst,Seattle,USA,Go,Node.js,Junior,75382.0,Remoto,,,,,,,,,,,True,75K-100K,False,,Usa,Seattle,11,2025,75K-100K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100327,DataNova,Data Analyst,Santiago,Chile,Python,FastAPI,Senior,26382.0,Remoto,,,,,,,,,,,True,<50K,False,,Chile,Santiago,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100328,DataNova,DevOps Engineer,Cali,Colombia,R,Laravel,Senior,19750.0,Remoto,,,,,,,,,,,True,<50K,False,,Colombia,Cali,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100329,CodeWorks,Backend Developer,???,Colombia,Java,Laravel,Mid,13.395,Remoto,,,,,,,,,,,True,<50K,False,,Colombia,???,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100330,Orion Cloud,BI Developer,córdoba,Argentina,JavaScript,Django,Mid,19.277,Remoto,,,,,,,,,,,True,<50K,False,,Argentina,Córdoba,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100331,Vertex AI,ML Engineer,Valencia,España,C#,React,Junior,29213.0,Remoto,,,,,,,,,,,True,<50K,False,,España,Valencia,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100332,Lambda Solutions,Data Analyst,CDMX,México,TypeScript,Spark,Junior,14899.0,Remoto,,,,,,,,,,,True,<50K,False,,México,Cdmx,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100333,RocketSoft,MLOps Engineer,Cusco,Perú,Kotlin,Spring,Mid,16145.0,Presencial,,,,,,,,,,,True,<50K,False,,Perú,Cusco,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100334,BluePixel,Data Engineer,MADRID,España,TypeScript,Vue,Senior,42440.0,Remoto,,,,,,,,,,,True,<50K,False,,España,Madrid,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100335,NeoTech,Cloud Architect,Barranquilla,Colombia,TypeScript,Spark,Senior,17612.0,Presencial,,,,,,,,,,,True,<50K,False,,Colombia,Barranquilla,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100336,QuantumWare,Data Analyst,Arequipa,Perú,C#,Spark,Senior,19760.0,Híbrido,,,,,,,,,,,True,<50K,False,,Perú,Arequipa,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100337,DataNova,Data Analyst,Valparaíso,Chile,Kotlin,.NET,Mid,26465.0,Presencial,,,,,,,,,,,True,<50K,False,,Chile,Valparaíso,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100338,Orion Cloud,BI Developer,Cali,Colombia,Python,Angular,Mid,9.405,Híbrido,,,,,,,,,,,True,<50K,False,,Colombia,Cali,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100339,CodeWorks,DevOps Engineer,San Francisco,USA,JavaScript,.NET,Mid,93586.0,Híbrido,,,,,,,,,,,True,75K-100K,False,,Usa,San Francisco,11,2025,75K-100K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100340,Lambda Solutions,Cybersecurity Analyst,rosario,Argentina,TypeScript,React,Junior,15674.0,Remoto,,,,,,,,,,,True,<50K,False,,Argentina,Rosario,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100341,Atlas Systems,Data Engineer,Concepción,Chile,PHP,Spark,Junior,25.347,Remoto,,,,,,,,,,,True,<50K,False,,Chile,Concepción,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100342,Lambda Solutions,Cloud Architect,Seattle,USA,Go,Angular,Mid,79832.0,Presencial,,,,,,,,,,,True,75K-100K,False,,Usa,Seattle,11,2025,75K-100K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100343,DataNova,Data Scientist,Córdoba,Argentina,Scala,Flask,Senior,22.057,Presencial,,,,,,,,,,,True,<50K,False,,Argentina,Córdoba,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100344,Lambda Solutions,Cloud Architect,Guadalajara,México,JavaScript,Django,Mid,16255.0,Híbrido,,,,,,,,,,,True,<50K,False,,México,Guadalajara,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100345,NeoTech,Frontend Developer,Valparaíso,Chile,Swift,Django,Mid,20786.0,Híbrido,,,,,,,,,,,True,<50K,False,,Chile,Valparaíso,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100346,RocketSoft,Data Scientist,???,México,Swift,Node.js,Junior,13126.0,Presencial,,,,,,,,,,,True,<50K,False,,México,???,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100347,BluePixel,DevOps Engineer,SEATTLE,USA,PHP,Spring,Mid,100996.0,Híbrido,,,,,,,,,,,True,100K-150K,False,,Usa,Seattle,11,2025,100K+,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100348,Vertex AI,DevOps Engineer,New York,USA,PHP,.NET,Mid,106000.0,Híbrido,,,,,,,,,,,True,100K-150K,False,,Usa,New York,11,2025,100K+,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100349,Lambda Solutions,Data Scientist,Rosario,Argentina,JavaScript,Angular,Senior,34970.0,Remoto,,,,,,,,,,,True,<50K,False,,Argentina,Rosario,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100350,QuantumWare,Cybersecurity Analyst,Seattle,USA,Go,Spark,Junior,67601.0,Presencial,,,,,,,,,,,True,50K-75K,False,,Usa,Seattle,11,2025,50K-75K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100351,Vertex AI,Frontend Developer,Cartagena,Colombia,C#,Flask,Senior,23.449,Presencial,,,,,,,,,,,True,<50K,False,,Colombia,Cartagena,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100352,IA Factory,Data Engineer,Rosario,Argentina,Scala,Flask,Mid,25946.0,Híbrido,,,,,,,,,,,True,<50K,False,,Argentina,Rosario,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100353,IA Factory,Data Engineer,Valparaíso,Chile,JavaScript,Vue,Senior,33931.0,Remoto,,,,,,,,,,,True,<50K,False,,Chile,Valparaíso,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100354,GreenBit,Data Analyst,Barcelona,España,Swift,Django,Senior,34914.0,Remoto,,,,,,,,,,,True,<50K,False,,España,Barcelona,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100355,DevOpsLab,ML Engineer,Santiago,Chile,C#,Spark,Junior,19750.0,Presencial,,,,,,,,,,,True,<50K,False,,Chile,Santiago,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100356,DevOpsLab,MLOps Engineer,Madrid,España,R,Laravel,Mid,38413.0,Presencial,,,,,,,,,,,True,<50K,False,,España,Madrid,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100357,Vertex AI,MLOps Engineer,Bucaramanga,Colombia,TypeScript,Flask,Mid,,Híbrido,,,,,,,,,,,False,,False,,Colombia,Bucaramanga,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100358,DevOpsLab,Cloud Architect,Rosario,Argentina,Go,Vue,Junior,16.177,Remoto,,,,,,,,,,,True,<50K,False,,Argentina,Rosario,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100359,NeoTech,Frontend Developer,Unknown,Chile,Scala,Node.js,Mid,24249.0,Remoto,,,,,,,,,,,True,<50K,False,,Chile,Unknown,11,2025,<25K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100360,IA Factory,Data Scientist,New York,USA,Swift,Angular,Mid,83803.0,Presencial,,,,,,,,,,,True,75K-100K,False,,Usa,New York,11,2025,75K-100K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100361,GreenBit,Backend Developer,Valparaíso,Chile,Scala,Django,Mid,27349.0,Remoto,,,,,,,,,,,True,<50K,False,,Chile,Valparaíso,11,2025,25K-50K,25-30,2024,11
empleos_tech,2025-11-17 12:53:41.105338,JOB-100362,GreenBit,Cloud Architect,Monterrey,México,Scala,Laravel,Mid,20714.0,Híbrido,,,,,,,,,,,True,<50K,False,,México,Monterrey,11,2025,<25K,25-30,2024,11
