id_oferta,empresa,ciudad,país,cargo,lenguaje,framework,nivel_seniority,salario_anual_usd,modalidad,fecha_publicación,fecha_publicación_year,fecha_publicación_month,fecha_publicación_quarter,source
JOB-100222,RocketSoft,Barcelona,España,Cybersecurity Analyst,C#,React,Mid,47919.0,Presencial,,,,,jobs
JOB-100223,QuantumWare,Lima,Perú,BI Developer,Swift,React,Junior,13.925,Presencial,,,,,jobs
JOB-100224,DevOpsLab,bucaramanga,Colombia,Frontend Developer,Python,.NET,Senior,16.227,Híbrido,,,,,jobs
JOB-100225,Vertex AI,VALENCIA,España,Cybersecurity Analyst,Go,React,Junior,25657.0,Remoto,,,,,jobs
JOB-100226,Orion Cloud,CDMX,México,MLOps Engineer,Scala,Spring,Mid,18061.0,Híbrido,,,,,jobs
JOB-100227,QuantumWare,New York,USA,Fullstack Developer,Scala,Flask,Junior,83784.0,Presencial,,,,,jobs
JOB-100228,IA Factory,ROSARIO,Argentina,DevOps Engineer,C#,Angular,Junior,14223.0,Presencial,,,,,jobs
JOB-100229,NeoTech,Rosario,Argentina,BI Developer,Kotlin,Vue,Mid,19850.0,Remoto,,,,,jobs
JOB-100230,CodeWorks,AREQUIPA,Perú,Backend Developer,Scala,Flask,Junior,,Presencial,,,,,jobs
JOB-100231,QuantumWare,Santiago,Chile,Data Engineer,TypeScript,React,Mid,24524.0,Híbrido,,,,,jobs
JOB-100232,SoftSmart,???,Argentina,DevOps Engineer,Scala,Vue,Junior,14754.0,Presencial,,,,,jobs
JOB-100233,NeoTech,Monterrey,México,Cybersecurity Analyst,Go,React,Junior,16.501,Remoto,,,,,jobs
JOB-100234,RocketSoft,CDMX,México,MLOps Engineer,Kotlin,React,Senior,25566.0,Remoto,,,,,jobs
JOB-100235,DevOpsLab,Monterrey,México,Data Engineer,JavaScript,Laravel,Senior,26699.0,Presencial,,,,,jobs
JOB-100236,DevOpsLab,Bucaramanga,Colombia,BI Developer,Kotlin,.NET,Junior,11.286,Híbrido,,,,,jobs
JOB-100237,Atlas Systems,Seattle,USA,Frontend Developer,C#,Flask,Senior,,Híbrido,,,,,jobs
JOB-100238,BluePixel,Barranquilla,Colombia,ML Engineer,Swift,Flask,Junior,9.1,Remoto,,,,,jobs
JOB-100239,RocketSoft,New York,USA,DevOps Engineer,Kotlin,React,Senior,122517.0,Presencial,,,,,jobs
JOB-100240,CloudForge,Lima,Perú,ML Engineer,Python,Django,Mid,18.767,Presencial,2024-12-12,2024.0,12.0,4.0,jobs
JOB-100241,BluePixel,Monterrey,México,Data Engineer,TypeScript,Node.js,Mid,17641.0,Remoto,,,,,jobs
JOB-100242,Atlas Systems,Concepción,Chile,Backend Developer,Python,Django,Junior,14300.0,Remoto,,,,,jobs
JOB-100243,IA Factory,Medellín,Colombia,Frontend Developer,TypeScript,Laravel,Senior,20.013,Remoto,,,,,jobs
JOB-100244,CodeWorks,Valencia,España,Cloud Architect,Kotlin,React,Junior,30488.0,Presencial,,,,,jobs
JOB-100245,CodeWorks,Buenos Aires,Argentina,Cybersecurity Analyst,R,Node.js,Junior,17767.0,Presencial,,,,,jobs
JOB-100246,Orion Cloud,PUEBLA,México,BI Developer,Scala,Node.js,Senior,20766.0,Presencial,,,,,jobs
JOB-100247,DevOpsLab,Lima,Perú,DevOps Engineer,TypeScript,,Junior,17182.0,Presencial,,,,,jobs
JOB-100248,GreenBit,Monterrey,México,Fullstack Developer,Kotlin,Spark,Senior,22976.0,Remoto,,,,,jobs
JOB-100249,DevOpsLab,Valparaíso,Chile,MLOps Engineer,TypeScript,Node.js,Senior,34434.0,Presencial,,,,,jobs
JOB-100250,NeoTech,Medellín,Colombia,ML Engineer,C#,Vue,Senior,13268.0,Presencial,,,,,jobs
JOB-100251,Atlas Systems,Buenos Aires,Argentina,Data Engineer,Kotlin,React,Senior,27298.0,Presencial,,,,,jobs
JOB-100252,CloudForge,Concepción,Chile,Cloud Architect,JavaScript,Vue,Senior,33793.0,Presencial,,,,,jobs
JOB-100253,QuantumWare,Buenos Aires,Argentina,Cybersecurity Analyst,JavaScript,React,Senior,27.221,Remoto,2024-08-04,2024.0,8.0,3.0,jobs
JOB-100254,CodeWorks,New York,USA,Data Scientist,TypeScript,React,Mid,101248.0,Remoto,,,,,jobs
JOB-100255,Vertex AI,Madrid,España,ML Engineer,PHP,Node.js,Senior,53681.0,Remoto,,,,,jobs
JOB-100256,CodeWorks,Valparaíso,Chile,BI Developer,PHP,Flask,Mid,28659.0,Remoto,,,,,jobs
JOB-100257,SoftSmart,Buenos Aires,Argentina,Data Engineer,Kotlin,Django,Senior,26.033,Remoto,,,,,jobs
JOB-100258,BluePixel,Valparaíso,Chile,MLOps Engineer,Scala,.NET,Junior,17011.0,Híbrido,,,,,jobs
JOB-100259,DevOpsLab,Lima,Perú,Cloud Architect,Swift,FastAPI,Junior,14358.0,Presencial,,,,,jobs
JOB-100260,IA Factory,Cusco,Perú,Data Engineer,Kotlin,.NET,Junior,15757.0,Híbrido,,,,,jobs
JOB-100261,DevOpsLab,Monterrey,México,BI Developer,TypeScript,Django,Junior,17088.0,Presencial,,,,,jobs
JOB-100262,Lambda Solutions,San Francisco,USA,Data Scientist,PHP,Laravel,Mid,,Presencial,2022-03-04,2022.0,3.0,1.0,jobs
JOB-100263,DevOpsLab,Valparaíso,Chile,Frontend Developer,R,Angular,Junior,14703.0,Presencial,,,,,jobs
JOB-100264,GreenBit,Austin,USA,MLOps Engineer,TypeScript,Spark,Junior,80298.0,Remoto,,,,,jobs
JOB-100265,Lambda Solutions,Monterrey,México,Data Engineer,PHP,Vue,Senior,30720.0,Híbrido,,,,,jobs
JOB-100266,RocketSoft,San Francisco,USA,Cybersecurity Analyst,PHP,React,Junior,76713.0,Presencial,,,,,jobs
JOB-100267,BluePixel,Austin,USA,ML Engineer,TypeScript,Flask,Junior,70117.0,Remoto,,,,,jobs
JOB-100268,BluePixel,Cusco,Perú,BI Developer,PHP,FastAPI,Mid,18834.0,Híbrido,,,,,jobs
JOB-100269,Atlas Systems,San Francisco,USA,Cybersecurity Analyst,Python,,Senior,,Remoto,,,,,jobs
JOB-100270,BluePixel,CDMX,México,Cybersecurity Analyst,Scala,Flask,Junior,15780.0,Remoto,,,,,jobs
JOB-100271,DataNova,Bucaramanga,Colombia,Backend Developer,Go,Vue,Senior,16767.0,Remoto,,,,,jobs
JOB-100272,DataNova,Valencia,España,MLOps Engineer,Kotlin,.NET,Senior,64316.0,Remoto,,,,,jobs
JOB-100273,QuantumWare,Miami,USA,Frontend Developer,Kotlin,Django,Junior,81.694,Remoto,,,,,jobs
JOB-100274,DataNova,Lima,Perú,ML Engineer,C#,Spring,Senior,22463.0,Híbrido,2023-06-12,2023.0,6.0,2.0,jobs
JOB-100275,Lambda Solutions,Buenos Aires,Argentina,Backend Developer,TypeScript,Angular,Senior,30539.0,Presencial,,,,,jobs
JOB-100276,Vertex AI,New York,USA,Cybersecurity Analyst,Swift,Angular,Junior,86670.0,Presencial,,,,,jobs
JOB-100277,NeoTech,CDMX,México,DevOps Engineer,Java,Django,Senior,23051.0,Remoto,2025-11-02,2025.0,11.0,4.0,jobs
JOB-100278,Vertex AI,Lima,Perú,Data Engineer,JavaScript,Spring,Senior,23590.0,Presencial,,,,,jobs
JOB-100279,RocketSoft,Buenos Aires,Argentina,Backend Developer,Scala,Node.js,Mid,13.084,Remoto,,,,,jobs
JOB-100280,QuantumWare,Valparaíso,Chile,MLOps Engineer,PHP,Django,Junior,22.71,Presencial,2025-08-07,2025.0,8.0,3.0,jobs
JOB-100281,DataNova,San Francisco,USA,Frontend Developer,R,React,Junior,69299.0,Presencial,,,,,jobs
JOB-100282,RocketSoft,Arequipa,Perú,Backend Developer,TypeScript,,Mid,12269.0,Híbrido,,,,,jobs
JOB-100283,RocketSoft,Concepción,Chile,Backend Developer,JavaScript,Node.js,Senior,25713.0,Presencial,,,,,jobs
JOB-100284,Vertex AI,Lima,Perú,Data Scientist,Kotlin,Spring,Mid,17.398,Presencial,,,,,jobs
JOB-100285,DataNova,valencia,España,ML Engineer,Go,Spring,Senior,59.27,Híbrido,,,,,jobs
JOB-100286,Lambda Solutions,Cartagea,Colombia,MLOps Engineer,Scala,.NET,Mid,11.839,Presencial,,,,,jobs
JOB-100287,NeoTech,Bogotá,Colombia,BI Developer,R,Flask,Senior,17988.0,Remoto,,,,,jobs
JOB-100288,DevOpsLab,Guadalajara,México,Cybersecurity Analyst,R,Django,Junior,12020.0,Presencial,,,,,jobs
JOB-100289,CloudForge,Cali,Colombia,Fullstack Developer,C#,React,Senior,13419.0,Híbrido,,,,,jobs
JOB-100290,SoftSmart,???,USA,Cybersecurity Analyst,Python,.NET,Senior,,Remoto,,,,,jobs
JOB-100291,Lambda Solutions,Córdoba,Argentina,Data Engineer,R,Angular,Mid,21476.0,Remoto,,,,,jobs
JOB-100292,DevOpsLab,Valparaíso,Chile,MLOps Engineer,Python,React,Senior,34.839,Remoto,,,,,jobs
JOB-100293,CodeWorks,Valparaíso,Chile,Data Engineer,Python,.NET,Senior,41730.0,Presencial,,,,,jobs
JOB-100294,DataNova,Unknown,USA,Cloud Architect,Scala,FastAPI,Senior,114023.0,Remoto,,,,,jobs
JOB-100295,CloudForge,Valencia,España,DevOps Engineer,Swift,Angular,Senior,49846.0,Presencial,,,,,jobs
JOB-100296,RocketSoft,rosario,Argentina,Data Engineer,PHP,Vue,Senior,32310.0,Remoto,,,,,jobs
JOB-100297,IA Factory,???,México,Fullstack Developer,C#,Spark,Junior,18369.0,Remoto,,,,,jobs
JOB-100298,GreenBit,SEATTLE,USA,Data Analyst,R,Spring,Senior,,Presencial,,,,,jobs
JOB-100299,CloudForge,Madrid,España,Frontend Developer,R,Angular,Mid,47.573,Presencial,,,,,jobs
JOB-100300,DevOpsLab,Monterrey,México,Fullstack Developer,Kotlin,Vue,Senior,,Híbrido,2022-06-02,2022.0,6.0,2.0,jobs
JOB-100301,Atlas Systems,Valencia,España,Data Scientist,TypeScript,Spring,Mid,39.879,Remoto,,,,,jobs
JOB-100302,RocketSoft,Arequipa,Perú,Data Analyst,C#,Spring,Mid,17530.0,Remoto,,,,,jobs
JOB-100303,BluePixel,Arequipa,Perú,DevOps Engineer,R,Spark,Senior,19196.0,Presencial,,,,,jobs
JOB-100304,Vertex AI,Lima,Perú,Data Analyst,Scala,React,Mid,18696.0,Híbrido,,,,,jobs
JOB-100305,DataNova,Rosario,Argentina,Data Analyst,TypeScript,Laravel,Mid,22798.0,Híbrido,,,,,jobs
JOB-100306,RocketSoft,Guadalajara,México,ML Engineer,Swift,Django,Senior,24639.0,Presencial,,,,,jobs
JOB-100307,Orion Cloud,Santiago,Chile,Data Analyst,Java,React,Junior,19.788,Remoto,,,,,jobs
JOB-100308,SoftSmart,Concepción,Chile,Data Engineer,PHP,FastAPI,Junior,24178.0,Híbrido,,,,,jobs
JOB-100309,SoftSmart,Miami,USA,Cybersecurity Analyst,Python,Spring,Senior,108068.0,Híbrido,,,,,jobs
JOB-100310,GreenBit,Puebla,México,MLOps Engineer,Python,Angular,Mid,13.956,Híbrido,,,,,jobs
JOB-100311,Vertex AI,Santiago,Chile,Cloud Architect,Scala,FastAPI,Senior,31566.0,Remoto,,,,,jobs
JOB-100312,DataNova,arequipa,Perú,Cybersecurity Analyst,Java,.NET,Senior,20676.0,Híbrido,,,,,jobs
JOB-100313,Orion Cloud,Medellín,Colombia,DevOps Engineer,Kotlin,React,Junior,11538.0,Remoto,,,,,jobs
JOB-100314,RocketSoft,Lima,Perú,ML Engineer,Python,Vue,Senior,26.37,Remoto,,,,,jobs
JOB-100315,SoftSmart,CDMX,México,Cybersecurity Analyst,Java,FastAPI,Junior,12533.0,Remoto,,,,,jobs
JOB-100316,Orion Cloud,Barcelona,España,MLOps Engineer,R,Spring,Junior,27597.0,Híbrido,,,,,jobs
JOB-100317,DevOpsLab,???,Perú,Frontend Developer,Go,Node.js,Senior,36014.0,Remoto,,,,,jobs
JOB-100318,DevOpsLab,Concepción,Chile,MLOps Engineer,Go,React,Senior,31797.0,Remoto,,,,,jobs
JOB-100319,QuantumWare,Barcelona,España,Data Analyst,Python,,Junior,26.925,Híbrido,,,,,jobs
JOB-100320,RocketSoft,Arequipa,Perú,Data Analyst,C#,FastAPI,Mid,18821.0,Remoto,,,,,jobs
JOB-100321,NeoTech,Santiago,Chile,BI Developer,Go,Django,Senior,,Remoto,,,,,jobs
JOB-100322,Lambda Solutions,AUSTIN,USA,Fullstack Developer,Kotlin,FastAPI,Junior,78.527,Remoto,,,,,jobs
JOB-100323,CyberShield,Bogota,Colombia,ML Engineer,TypeScript,.NET,Mid,10364.0,Remoto,,,,,jobs
JOB-100324,Vertex AI,Monterrey,México,Data Analyst,PHP,Spark,Senior,20818.0,Híbrido,,,,,jobs
JOB-100325,Atlas Systems,Puebla,México,Data Analyst,Java,React,Junior,15.687,Híbrido,,,,,jobs
JOB-100326,CodeWorks,Seattle,USA,Cybersecurity Analyst,Go,Node.js,Junior,75382.0,Remoto,,,,,jobs
JOB-100327,DataNova,Santiago,Chile,Data Analyst,Python,FastAPI,Senior,26382.0,Remoto,,,,,jobs
JOB-100328,DataNova,Cali,Colombia,DevOps Engineer,R,Laravel,Senior,19750.0,Remoto,,,,,jobs
JOB-100329,CodeWorks,???,Colombia,Backend Developer,Java,Laravel,Mid,13.395,Remoto,,,,,jobs
JOB-100330,Orion Cloud,córdoba,Argentina,BI Developer,JavaScript,Django,Mid,19.277,Remoto,,,,,jobs
JOB-100331,Vertex AI,Valencia,España,ML Engineer,C#,React,Junior,29213.0,Remoto,,,,,jobs
JOB-100332,Lambda Solutions,CDMX,México,Data Analyst,TypeScript,Spark,Junior,14899.0,Remoto,,,,,jobs
JOB-100333,RocketSoft,Cusco,Perú,MLOps Engineer,Kotlin,Spring,Mid,16145.0,Presencial,2024-12-08,2024.0,12.0,4.0,jobs
JOB-100334,BluePixel,MADRID,España,Data Engineer,TypeScript,Vue,Senior,42440.0,Remoto,2023-07-05,2023.0,7.0,3.0,jobs
JOB-100335,NeoTech,Barranquilla,Colombia,Cloud Architect,TypeScript,Spark,Senior,17612.0,Presencial,,,,,jobs
JOB-100336,QuantumWare,Arequipa,Perú,Data Analyst,C#,Spark,Senior,19760.0,Híbrido,,,,,jobs
JOB-100337,DataNova,Valparaíso,Chile,Data Analyst,Kotlin,.NET,Mid,26465.0,Presencial,,,,,jobs
JOB-100338,Orion Cloud,Cali,Colombia,BI Developer,Python,Angular,Mid,9.405,Híbrido,,,,,jobs
JOB-100339,CodeWorks,San Francisco,USA,DevOps Engineer,JavaScript,.NET,Mid,93586.0,Híbrido,,,,,jobs
JOB-100340,Lambda Solutions,rosario,Argentina,Cybersecurity Analyst,TypeScript,React,Junior,15674.0,Remoto,,,,,jobs
JOB-100341,Atlas Systems,Concepción,Chile,Data Engineer,PHP,Spark,Junior,25.347,Remoto,,,,,jobs
JOB-100342,Lambda Solutions,Seattle,USA,Cloud Architect,Go,Angular,Mid,79832.0,Presencial,,,,,jobs
JOB-100343,DataNova,Córdoba,Argentina,Data Scientist,Scala,Flask,Senior,22.057,Presencial,,,,,jobs
JOB-100344,Lambda Solutions,Guadalajara,México,Cloud Architect,JavaScript,Django,Mid,16255.0,Híbrido,,,,,jobs
JOB-100345,NeoTech,Valparaíso,Chile,Frontend Developer,Swift,Django,Mid,20786.0,Híbrido,,,,,jobs
JOB-100346,RocketSoft,???,México,Data Scientist,Swift,Node.js,Junior,13126.0,Presencial,,,,,jobs
JOB-100347,BluePixel,SEATTLE,USA,DevOps Engineer,PHP,Spring,Mid,100996.0,Híbrido,,,,,jobs
JOB-100348,Vertex AI,New York,USA,DevOps Engineer,PHP,.NET,Mid,106000.0,Híbrido,,,,,jobs
JOB-100349,Lambda Solutions,Rosario,Argentina,Data Scientist,JavaScript,Angular,Senior,34970.0,Remoto,,,,,jobs
JOB-100350,QuantumWare,Seattle,USA,Cybersecurity Analyst,Go,Spark,Junior,67601.0,Presencial,,,,,jobs
JOB-100351,Vertex AI,Cartagena,Colombia,Frontend Developer,C#,Flask,Senior,23.449,Presencial,,,,,jobs
JOB-100352,IA Factory,Rosario,Argentina,Data Engineer,Scala,Flask,Mid,25946.0,Híbrido,,,,,jobs
JOB-100353,IA Factory,Valparaíso,Chile,Data Engineer,JavaScript,Vue,Senior,33931.0,Remoto,,,,,jobs
JOB-100354,GreenBit,Barcelona,España,Data Analyst,Swift,Django,Senior,34914.0,Remoto,,,,,jobs
JOB-100355,DevOpsLab,Santiago,Chile,ML Engineer,C#,Spark,Junior,19750.0,Presencial,,,,,jobs
JOB-100356,DevOpsLab,Madrid,España,MLOps Engineer,R,Laravel,Mid,38413.0,Presencial,,,,,jobs
JOB-100357,Vertex AI,Bucaramanga,Colombia,MLOps Engineer,TypeScript,Flask,Mid,,Híbrido,,,,,jobs
JOB-100358,DevOpsLab,Rosario,Argentina,Cloud Architect,Go,Vue,Junior,16.177,Remoto,,,,,jobs
JOB-100359,NeoTech,Unknown,Chile,Frontend Developer,Scala,Node.js,Mid,24249.0,Remoto,,,,,jobs
JOB-100360,IA Factory,New York,USA,Data Scientist,Swift,Angular,Mid,83803.0,Presencial,,,,,jobs
JOB-100361,GreenBit,Valparaíso,Chile,Backend Developer,Scala,Django,Mid,27349.0,Remoto,,,,,jobs
JOB-100362,GreenBit,Monterrey,México,Cloud Architect,Scala,Laravel,Mid,20714.0,Híbrido,,,,,jobs
JOB-100363,CloudForge,Lima,Perú,Data Engineer,Swift,Django,Mid,16687.0,Híbrido,,,,,jobs
JOB-100364,DataNova,San Francisco,USA,Data Engineer,TypeScript,Django,Junior,78616.0,Presencial,,,,,jobs
JOB-100365,Lambda Solutions,Barcelona,España,Fullstack Developer,Go,Flask,Junior,27414.0,Remoto,,,,,jobs
JOB-100366,DevOpsLab,Austin,USA,Fullstack Developer,Kotlin,FastAPI,Junior,67032.0,Remoto,,,,,jobs
JOB-100367,SoftSmart,Monterrey,México,Fullstack Developer,Go,Spark,Junior,14571.0,Presencial,,,,,jobs
JOB-100368,GreenBit,Puebla,México,ML Engineer,JavaScript,Django,Junior,15530.0,Híbrido,,,,,jobs
JOB-100369,CloudForge,Córdoba,Argentina,Fullstack Developer,PHP,Laravel,Senior,25634.0,Remoto,,,,,jobs
JOB-100370,QuantumWare,Puebla,México,Data Analyst,Java,Laravel,Junior,9618.0,Remoto,,,,,jobs
JOB-100371,IA Factory,Puebla,México,DevOps Engineer,Scala,Spark,Senior,27414.0,Presencial,,,,,jobs
JOB-100372,QuantumWare,Rosario,Argentina,Data Analyst,C#,React,Junior,12168.0,Presencial,,,,,jobs
JOB-100373,SoftSmart,Buenos Aires,Argentina,Data Scientist,Python,FastAPI,Junior,16292.0,Presencial,,,,,jobs
JOB-100374,DevOpsLab,cusco,Perú,Cloud Architect,Python,FastAPI,Junior,18.242,Presencial,,,,,jobs
JOB-100375,QuantumWare,Madrid,España,Data Scientist,Java,Django,Senior,53065.0,Presencial,,,,,jobs
JOB-100376,DataNova,Cusco,Perú,Cybersecurity Analyst,C#,Django,Junior,11830.0,Remoto,2022-08-09,2022.0,8.0,3.0,jobs
JOB-100377,CyberShield,new york,USA,BI Developer,Java,Vue,Senior,103849.0,Remoto,,,,,jobs
JOB-100378,BluePixel,Valparaíso,Chile,Frontend Developer,JavaScript,FastAPI,Senior,41.144,Remoto,,,,,jobs
JOB-100379,SoftSmart,Concepción,Chile,Cybersecurity Analyst,R,FastAPI,Mid,24936.0,Remoto,,,,,jobs
JOB-100380,DevOpsLab,Seattle,USA,DevOps Engineer,Python,Spring,Senior,143.767,Híbrido,,,,,jobs
JOB-100381,QuantumWare,Sevilla,España,Data Analyst,JavaScript,FastAPI,Junior,34623.0,Híbrido,,,,,jobs
JOB-100382,DataNova,arequipa,Perú,Fullstack Developer,C#,Vue,Mid,17.867,Híbrido,2022-12-06,2022.0,12.0,4.0,jobs
JOB-100383,Lambda Solutions,Cartagena,Colombia,DevOps Engineer,Scala,Node.js,Mid,11444.0,Remoto,,,,,jobs
JOB-100384,NeoTech,Barcelona,España,DevOps Engineer,Swift,Spark,Junior,26080.0,Presencial,,,,,jobs
JOB-100385,IA Factory,Monterrey,México,BI Developer,Kotlin,Laravel,Senior,13.548,Híbrido,,,,,jobs
JOB-100386,SoftSmart,Barcelona,España,MLOps Engineer,Go,Laravel,Senior,41.086,Presencial,,,,,jobs
JOB-100387,CloudForge,Medellín,Colombia,Cybersecurity Analyst,Python,Flask,Mid,11874.0,Presencial,,,,,jobs
JOB-100388,Orion Cloud,Córdoba,Argentina,ML Engineer,Java,Angular,Mid,19474.0,Híbrido,,,,,jobs
JOB-100389,SoftSmart,Lima,Perú,Data Scientist,R,React,Junior,15271.0,Híbrido,,,,,jobs
JOB-100390,CloudForge,Valparaíso,Chile,Data Analyst,JavaScript,Spark,Senior,34.334,Remoto,,,,,jobs
JOB-100391,CodeWorks,Concepción,Chile,DevOps Engineer,Go,Spark,Junior,20478.0,Híbrido,,,,,jobs
JOB-100392,DevOpsLab,Guadalajara,México,Fullstack Developer,PHP,Vue,Senior,28177.0,Híbrido,,,,,jobs
JOB-100393,CyberShield,lima,Perú,Backend Developer,JavaScript,Angular,Mid,15610.0,Remoto,,,,,jobs
JOB-100394,RocketSoft,Sevilla,España,Frontend Developer,Python,Django,Junior,29090.0,Híbrido,,,,,jobs
JOB-100395,CyberShield,Buenos Aires,Argentina,Data Analyst,Kotlin,Vue,Senior,21249.0,Híbrido,,,,,jobs
JOB-100396,CodeWorks,Seattle,USA,Data Analyst,C#,Flask,Mid,108863.0,Presencial,,,,,jobs
JOB-100397,RocketSoft,Arequipa,Perú,Data Engineer,C#,Laravel,Senior,25345.0,Presencial,,,,,jobs
JOB-100398,Lambda Solutions,Seattle,USA,Backend Developer,Java,Flask,Mid,101979.0,Presencial,,,,,jobs
JOB-100399,Lambda Solutions,???,Perú,Data Analyst,C#,Angular,Senior,31.03,Híbrido,,,,,jobs
JOB-100400,DataNova,Unknown,España,MLOps Engineer,Scala,Vue,Junior,35322.0,Presencial,,,,,jobs
JOB-100401,DevOpsLab,Arequipa,Perú,MLOps Engineer,PHP,Spring,Mid,17837.0,Presencial,,,,,jobs
JOB-100402,DataNova,CDMX,México,BI Developer,Kotlin,Flask,Mid,20126.0,Remoto,,,,,jobs
JOB-100403,CloudForge,Cali,Colombia,DevOps Engineer,Python,Spark,Junior,7538.0,Remoto,,,,,jobs
JOB-100404,RocketSoft,Puebla,México,MLOps Engineer,C#,Laravel,Junior,15.337,Híbrido,,,,,jobs
JOB-100405,IA Factory,Cartagena,Colombia,Fullstack Developer,R,Spark,Senior,17150.0,Remoto,2022-01-01,2022.0,1.0,1.0,jobs
JOB-100406,Atlas Systems,Concepción,Chile,BI Developer,Kotlin,FastAPI,Senior,26504.0,Remoto,,,,,jobs
JOB-100407,GreenBit,Valparaíso,Chile,ML Engineer,JavaScript,Vue,Junior,24.011,Remoto,,,,,jobs
JOB-100408,Orion Cloud,Guadalajara,México,DevOps Engineer,Go,Laravel,Senior,22.538,Presencial,,,,,jobs
JOB-100409,CyberShield,Lima,Perú,Data Scientist,Go,Flask,Mid,19844.0,Remoto,,,,,jobs
JOB-100410,CyberShield,Concepción,Chile,Cloud Architect,C#,FastAPI,Senior,32795.0,Presencial,,,,,jobs
JOB-100411,Atlas Systems,San Francisco,USA,BI Developer,R,Spring,Senior,,Presencial,,,,,jobs
JOB-100412,RocketSoft,Córdoba,Argentina,Backend Developer,Scala,Node.js,Junior,19149.0,Híbrido,,,,,jobs
JOB-100413,CloudForge,Guadalajara,México,Backend Developer,Swift,.NET,Mid,15758.0,Híbrido,,,,,jobs
JOB-100414,DevOpsLab,Bogotá,Colombia,Backend Developer,Scala,React,Mid,9245.0,Presencial,,,,,jobs
JOB-100415,Orion Cloud,Seattle,USA,Fullstack Developer,TypeScript,Vue,Mid,93127.0,Presencial,2022-06-02,2022.0,6.0,2.0,jobs
JOB-100416,CyberShield,Guadalajara,México,MLOps Engineer,Go,Vue,Senior,28.408,Híbrido,,,,,jobs
JOB-100417,CloudForge,Medellín,Colombia,BI Developer,Kotlin,Spark,Senior,15.864,Presencial,,,,,jobs
JOB-100418,DataNova,???,México,ML Engineer,Java,React,Junior,13.074,Remoto,,,,,jobs
JOB-100419,CloudForge,Cartagena,Colombia,Backend Developer,JavaScript,FastAPI,Mid,12878.0,Híbrido,,,,,jobs
JOB-100420,CloudForge,CARTAGENA,Colombia,Frontend Developer,JavaScript,Angular,Junior,7000.0,Remoto,,,,,jobs
JOB-100421,DevOpsLab,Lima,Perú,Backend Developer,TypeScript,Vue,Junior,12964.0,Híbrido,,,,,jobs
JOB-100422,CloudForge,Guadalajara,México,Cloud Architect,Java,Flask,Senior,19969.0,Híbrido,,,,,jobs
JOB-100423,RocketSoft,???,México,BI Developer,R,Spring,Junior,15036.0,Híbrido,,,,,jobs
JOB-100424,Lambda Solutions,MADRID,España,Data Engineer,Python,Django,Junior,27042.0,Remoto,,,,,jobs
JOB-100425,IA Factory,Guadalajara,México,Backend Developer,Go,Spark,Mid,14989.0,Híbrido,,,,,jobs
JOB-100426,BluePixel,New York,USA,Data Scientist,TypeScript,Node.js,Junior,71966.0,Remoto,,,,,jobs
JOB-100427,SoftSmart,Valparaíso,Chile,Fullstack Developer,Java,Vue,Senior,27.29,Presencial,,,,,jobs
JOB-100428,CloudForge,Cali,Colombia,BI Developer,R,.NET,Mid,11976.0,Híbrido,,,,,jobs
JOB-100429,GreenBit,Cusco,Perú,Data Engineer,PHP,Vue,Mid,16157.0,Remoto,,,,,jobs
JOB-100430,Atlas Systems,Barranquilla,Colombia,ML Engineer,Python,Vue,Junior,9056.0,Híbrido,,,,,jobs
JOB-100431,Lambda Solutions,???,Argentina,DevOps Engineer,Swift,Flask,Junior,14278.0,Remoto,,,,,jobs
JOB-100432,DevOpsLab,puebla,México,Cybersecurity Analyst,Java,Flask,Mid,20463.0,Híbrido,,,,,jobs
JOB-100433,NeoTech,Seattle,USA,Cloud Architect,Swift,Flask,Junior,74759.0,Presencial,,,,,jobs
JOB-100434,SoftSmart,Cartagena,Colombia,Data Engineer,JavaScript,React,Mid,12944.0,Remoto,,,,,jobs
JOB-100435,DevOpsLab,Valencia,España,BI Developer,PHP,Node.js,Junior,32587.0,Remoto,2022-01-01,2022.0,1.0,1.0,jobs
JOB-100436,DataNova,San Francisco,USA,Frontend Developer,TypeScript,Django,Junior,66809.0,Híbrido,,,,,jobs
JOB-100437,QuantumWare,Bucaramanga,Colombia,DevOps Engineer,Go,Flask,Junior,10420.0,Presencial,,,,,jobs
JOB-100438,BluePixel,Córdoba,Argentina,Frontend Developer,Swift,Spark,Mid,21047.0,Remoto,,,,,jobs
JOB-100439,CodeWorks,Cusco,Perú,Fullstack Developer,JavaScript,Node.js,Junior,15077.0,Presencial,,,,,jobs
JOB-100440,Orion Cloud,CDMX,México,Data Engineer,C#,Node.js,Mid,16923.0,Remoto,,,,,jobs
JOB-100441,CloudForge,Sevilla,España,Cloud Architect,Python,React,Mid,35566.0,Híbrido,,,,,jobs
JOB-100442,Vertex AI,Cartagena,Colombia,Data Engineer,Go,Node.js,Senior,18.779,Híbrido,,,,,jobs
JOB-100443,NeoTech,New York,USA,Backend Developer,C#,Node.js,Senior,176.53,Híbrido,,,,,jobs
JOB-100444,DevOpsLab,Miami,USA,DevOps Engineer,Java,Spring,Senior,116438.0,Remoto,,,,,jobs
JOB-100445,GreenBit,BARRANQUILLA,Colombia,ML Engineer,R,Spark,Senior,18146.0,Híbrido,,,,,jobs
JOB-100446,DataNova,Cusco,Perú,MLOps Engineer,JavaScript,Laravel,Mid,17011.0,Remoto,,,,,jobs
