ID_Oferta,Empresa,Ciudad,País,Cargo,Lenguaje,Framework,Nivel_Seniority,Salario_Anual_USD,Modalidad,Fecha_Publicación
JOB-100229,NeoTech,Rosario,Argentina,BI Developer,Kotlin,Vue,Mid,$19850,Remoto,2022/08/18
JOB-100230,CodeWorks,AREQUIPA,Perú,Backend Developer,Scala,Flask,Junior,,Presencial,26-06-2022
JOB-100231,QuantumWare,Santiago,Chile,Data Engineer,TypeScript,React,Mid,USD 24524,Híbrido,28-11-2023
JOB-100232,SoftSmart,???,Argentina,DevOps Engineer,Scala,Vue,Junior,USD 14754,Presencial,19/06/2023
JOB-100233,NeoTech,Monterrey,México,Cybersecurity Analyst,Go,React,Junior,US$ 16.501,Remoto,2025/07/27
JOB-100234,RocketSoft,CDMX,México,MLOps Engineer,Kotlin,React,Senior,25566,Remoto,2025/08/05
JOB-100235,DevOpsLab,Monterrey,México,Data Engineer,JavaScript,Laravel,Senior,26699,Presencial,19/05/2024
JOB-100236,DevOpsLab,Bucaramanga,Colombia,BI Developer,Kotlin,.NET,Junior,US$ 11.286,Híbrido,2023-02-27
JOB-100237,Atlas Systems,Seattle,USA,Frontend Developer,C#,Flask,Senior,USD 155849,Híbrido,30-06-2024
JOB-100238,BluePixel,Barranquilla,Colombia,ML Engineer,Swift,Flask,Junior,US$ 9.100,Remoto,2023/11/11
JOB-100239,RocketSoft,New York,USA,DevOps Engineer,Kotlin,React,Senior,122517,Presencial,2023/08/09
JOB-100240,CloudForge,Lima,Perú,ML Engineer,Python,Django,Mid,US$ 18.767,Presencial,12/12/2024
JOB-100241,BluePixel,Monterrey,México,Data Engineer,TypeScript,Node.js,Mid,$17641,Remoto,2025/02/02
JOB-100242,Atlas Systems,Concepción,Chile,Backend Developer,Python,Django,Junior,USD 14300,Remoto,20-03-2023
JOB-100243,IA Factory,Medellín,Colombia,Frontend Developer,TypeScript,Laravel,Senior,US$ 20.013,Remoto,26-06-2024
JOB-100244,CodeWorks,Valencia,España,Cloud Architect,Kotlin,React,Junior,"$30,488",Presencial,21/05/2024
JOB-100245,CodeWorks,Buenos Aires,Argentina,Cybersecurity Analyst,R,Node.js,Junior,"$17,767",Presencial,03-12-2022
JOB-100246,Orion Cloud,PUEBLA,México,BI Developer,Scala,Node.js,Senior,$20766,Presencial,01-08-2024
JOB-100247,DevOpsLab,Lima,Perú,DevOps Engineer,TypeScript,,Junior,USD 17182,Presencial,2025/09/10
JOB-100248,GreenBit,Monterrey,México,Fullstack Developer,Kotlin,Spark,Senior,22976,Remoto,01-04-2023
JOB-100249,DevOpsLab,Valparaíso,Chile,MLOps Engineer,TypeScript,Node.js,Senior,"$34,434",Presencial,22-06-2024
JOB-100250,NeoTech,Medellín,Colombia,ML Engineer,C#,Vue,Senior,USD 13268,Presencial,14/07/2022
JOB-100251,Atlas Systems,Buenos Aires,Argentina,Data Engineer,Kotlin,React,Senior,$27298,Presencial,2024-11-17
JOB-100252,CloudForge,Concepción,Chile,Cloud Architect,JavaScript,Vue,Senior,USD 33793,Presencial,2024-11-21
JOB-100253,QuantumWare,Buenos Aires,Argentina,Cybersecurity Analyst,JavaScript,React,Senior,US$ 27.221,Remoto,08/04/2024
JOB-100254,CodeWorks,New York,USA,Data Scientist,TypeScript,React,Mid,USD 101248,Remoto,26/06/2025
JOB-100255,Vertex AI,Madrid,España,ML Engineer,PHP,Node.js,Senior,53681,Remoto,2024/02/03
JOB-100256,CodeWorks,Valparaíso,Chile,BI Developer,PHP,Flask,Mid,"$28,659",Remoto,14/10/2025
JOB-100257,SoftSmart,Buenos Aires,Argentina,Data Engineer,Kotlin,Django,Senior,US$ 26.033,Remoto,2022/06/01
JOB-100258,BluePixel,Valparaíso,Chile,MLOps Engineer,Scala,.NET,Junior,"$17,011",Híbrido,2022-01-29
JOB-100259,DevOpsLab,Lima,Perú,Cloud Architect,Swift,FastAPI,Junior,$14358,Presencial,23-10-2025
JOB-100260,IA Factory,Cusco,Perú,Data Engineer,Kotlin,.NET,Junior,"$15,757",Híbrido,17/12/2024
JOB-100261,DevOpsLab,Monterrey,México,BI Developer,TypeScript,Django,Junior,$17088,Presencial,17-08-2024
JOB-100262,Lambda Solutions,San Francisco ,USA,Data Scientist,PHP,Laravel,Mid,,Presencial,03/04/2022
JOB-100263,DevOpsLab,Valparaíso,Chile,Frontend Developer,R,Angular,Junior,$14703,Presencial,2022-03-11
JOB-100264,GreenBit,Austin,USA,MLOps Engineer,TypeScript,Spark,Junior,"$80,298",Remoto,2025-10-27
JOB-100265,Lambda Solutions,Monterrey,México,Data Engineer,PHP,Vue,Senior,30720,Híbrido,2022/05/04
JOB-100266,RocketSoft,San Francisco,USA,Cybersecurity Analyst,PHP,React,Junior,USD 76713,Presencial,17-07-2024
JOB-100267,BluePixel,Austin,USA,ML Engineer,TypeScript,Flask,Junior,USD 70117,Remoto,2023-01-25
JOB-100268,BluePixel,Cusco,Perú,BI Developer,PHP,FastAPI,Mid,"$18,834",Híbrido,16/10/2023
JOB-100269,Atlas Systems,San Francisco,USA,Cybersecurity Analyst,Python,,Senior,"$122,960",Remoto,29-03-2024
JOB-100270,BluePixel,CDMX,México,Cybersecurity Analyst,Scala,Flask,Junior,15780,Remoto,2022/05/31
JOB-100271,DataNova,Bucaramanga,Colombia,Backend Developer,Go,Vue,Senior,$16767,Remoto,2023/10/21
JOB-100272,DataNova,Valencia ,España,MLOps Engineer,Kotlin,.NET,Senior,$64316,Remoto,2022/06/28
JOB-100273,QuantumWare,Miami,USA,Frontend Developer,Kotlin,Django,Junior,US$ 81.694,Remoto,2024/04/30
JOB-100274,DataNova,Lima,Perú,ML Engineer,C#,Spring,Senior,22463,Híbrido,06/12/2023
JOB-100275,Lambda Solutions,Buenos Aires,Argentina,Backend Developer,TypeScript,Angular,Senior,USD 30539,Presencial,30-01-2025
JOB-100276,Vertex AI,New York,USA,Cybersecurity Analyst,Swift,Angular,Junior,$86670,Presencial,13/01/2024
JOB-100277,NeoTech,CDMX,México,DevOps Engineer,Java,Django,Senior,"$23,051",Remoto,11/02/2025
JOB-100278,Vertex AI,Lima,Perú,Data Engineer,JavaScript,Spring,Senior,$23590,Presencial,12-05-2023
JOB-100279,RocketSoft,Buenos Aires,Argentina,Backend Developer,Scala,Node.js,Mid,US$ 13.084,Remoto,2025-09-13
JOB-100280,QuantumWare,Valparaíso,Chile,MLOps Engineer,PHP,Django,Junior,US$ 22.710,Presencial,08/07/2025
JOB-100281,DataNova,San Francisco,USA,Frontend Developer,R,React,Junior,$69299,Presencial,2023/07/25
JOB-100282,RocketSoft,Arequipa,Perú,Backend Developer,TypeScript,,Mid,"$12,269",Híbrido,2023-08-02
JOB-100283,RocketSoft,Concepción,Chile,Backend Developer,JavaScript,Node.js,Senior,$25713,Presencial,17/04/2022
JOB-100284,Vertex AI,Lima,Perú,Data Scientist,Kotlin,Spring,Mid,US$ 17.398,Presencial,2022-02-20
JOB-100285,DataNova,valencia,España,ML Engineer,Go,Spring,Senior,US$ 59.270,Híbrido,30-10-2025
JOB-100286,Lambda Solutions,Cartagea,Colombia,MLOps Engineer,Scala,.NET,Mid,US$ 11.839,Presencial,2022-02-01
JOB-100287,NeoTech,Bogotá,Colombia,BI Developer,R,Flask,Senior,$17988,Remoto,2022-08-14
JOB-100288,DevOpsLab,Guadalajara,México,Cybersecurity Analyst,R,Django,Junior,$12020,Presencial,26-12-2023
JOB-100289,CloudForge,Cali,Colombia,Fullstack Developer,C#,React,Senior,$13419,Híbrido,2023-07-05
JOB-100290,SoftSmart,???,USA,Cybersecurity Analyst,Python,.NET,Senior,USD 150670,Remoto,30-08-2025
JOB-100291,Lambda Solutions,Córdoba,Argentina,Data Engineer,R,Angular,Mid,$21476,Remoto,03-03-2024
JOB-100292,DevOpsLab,Valparaíso,Chile,MLOps Engineer,Python,React,Senior,US$ 34.839,Remoto,2023-02-11
JOB-100293,CodeWorks,Valparaíso,Chile,Data Engineer,Python,.NET,Senior,USD 41730,Presencial,2025/09/30
JOB-100294,DataNova,,USA,Cloud Architect,Scala,FastAPI,Senior,"$114,023",Remoto,13-07-2025
JOB-100295,CloudForge,Valencia,España,DevOps Engineer,Swift,Angular,Senior,"$49,846",Presencial,2023/04/03
JOB-100296,RocketSoft,rosario,Argentina,Data Engineer,PHP,Vue,Senior,USD 32310,Remoto,2024/12/18
JOB-100297,IA Factory,???,México,Fullstack Developer,C#,Spark,Junior,"$18,369",Remoto,22-10-2023
JOB-100298,GreenBit,SEATTLE,USA,Data Analyst,R,Spring,Senior,USD 133168,Presencial,2024/12/06
JOB-100299,CloudForge,Madrid,España,Frontend Developer,R,Angular,Mid,US$ 47.573,Presencial,24/12/2022
JOB-100300,DevOpsLab,Monterrey,México,Fullstack Developer,Kotlin,Vue,Senior,,Híbrido,06/02/2022
JOB-100301,Atlas Systems,Valencia,España,Data Scientist,TypeScript,Spring,Mid,US$ 39.879,Remoto,28-06-2023
JOB-100302,RocketSoft,Arequipa,Perú,Data Analyst,C#,Spring,Mid,"$17,530",Remoto,25-06-2024
JOB-100303,BluePixel,Arequipa,Perú,DevOps Engineer,R,Spark,Senior,$19196,Presencial,23/09/2022
JOB-100304,Vertex AI,Lima ,Perú,Data Analyst,Scala,React,Mid,USD 18696,Híbrido,16-03-2024
JOB-100305,DataNova,Rosario,Argentina,Data Analyst,TypeScript,Laravel,Mid,USD 22798,Híbrido,2022-12-27
JOB-100306,RocketSoft,Guadalajara,México,ML Engineer,Swift,Django,Senior,$24639,Presencial,2023/08/26
JOB-100307,Orion Cloud,Santiago,Chile,Data Analyst,Java,React,Junior,US$ 19.788,Remoto,01-03-2025
JOB-100308,SoftSmart,Concepción,Chile,Data Engineer,PHP,FastAPI,Junior,"$24,178",Híbrido,13/04/2022
JOB-100309,SoftSmart,Miami,USA,Cybersecurity Analyst,Python,Spring,Senior,USD 108068,Híbrido,2023/06/07
JOB-100310,GreenBit,Puebla,México,MLOps Engineer,Python,Angular,Mid,US$ 13.956,Híbrido,18/02/2023
JOB-100311,Vertex AI,Santiago,Chile,Cloud Architect,Scala,FastAPI,Senior,31566,Remoto,2024-07-23
JOB-100312,DataNova,arequipa,Perú,Cybersecurity Analyst,Java,.NET,Senior,20676,Híbrido,21/08/2023
JOB-100313,Orion Cloud,Medellín,Colombia,DevOps Engineer,Kotlin,React,Junior,$11538,Remoto,2022-10-08
JOB-100314,RocketSoft,Lima,Perú,ML Engineer,Python,Vue,Senior,US$ 26.370,Remoto,30/12/2024
JOB-100315,SoftSmart,CDMX,México,Cybersecurity Analyst,Java,FastAPI,Junior,12533,Remoto,2025/09/11
JOB-100316,Orion Cloud,Barcelona ,España,MLOps Engineer,R,Spring,Junior,27597,Híbrido,2023/04/22
JOB-100317,DevOpsLab,???,Perú,Frontend Developer,Go,Node.js,Senior,"$36,014",Remoto,2024-03-12
JOB-100318,DevOpsLab,Concepción ,Chile,MLOps Engineer,Go,React,Senior,"$31,797",Remoto,12-01-2023
JOB-100319,QuantumWare,Barcelona,España,Data Analyst,Python,,Junior,US$ 26.925,Híbrido,2024/09/30
JOB-100320,RocketSoft,Arequipa,Perú,Data Analyst,C#,FastAPI,Mid,"$18,821",Remoto,14-10-2022
JOB-100321,NeoTech,Santiago,Chile,BI Developer,Go,Django,Senior,,Remoto,2022/11/08
JOB-100322,Lambda Solutions,AUSTIN,USA,Fullstack Developer,Kotlin,FastAPI,Junior,US$ 78.527,Remoto,19-02-2025
JOB-100323,CyberShield,Bogota,Colombia,ML Engineer,TypeScript,.NET,Mid,USD 10364,Remoto,25/04/2024
JOB-100324,Vertex AI,Monterrey,México,Data Analyst,PHP,Spark,Senior,"$20,818",Híbrido,11-01-2022
JOB-100325,Atlas Systems,Puebla,México,Data Analyst,Java,React,Junior,US$ 15.687,Híbrido,16/08/2024
JOB-100326,CodeWorks,Seattle,USA,Cybersecurity Analyst,Go,Node.js,Junior,$75382,Remoto,31/12/2024
JOB-100327,DataNova,Santiago,Chile,Data Analyst,Python,FastAPI,Senior,$26382,Remoto,17/12/2022
JOB-100328,DataNova,Cali,Colombia,DevOps Engineer,R,Laravel,Senior,"$19,750",Remoto,21/09/2025
JOB-100329,CodeWorks,???,Colombia,Backend Developer,Java,Laravel,Mid,US$ 13.395,Remoto,2023/09/14
JOB-100330,Orion Cloud,córdoba,Argentina,BI Developer,JavaScript,Django,Mid,US$ 19.277,Remoto,13/11/2024
JOB-100331,Vertex AI,Valencia,España,ML Engineer,C#,React,Junior,USD 29213,Remoto,2024-09-09
JOB-100332,Lambda Solutions,CDMX,México,Data Analyst,TypeScript,Spark,Junior,USD 14899,Remoto,2025/08/26
JOB-100333,RocketSoft,Cusco,Perú,MLOps Engineer,Kotlin,Spring,Mid,USD 16145,Presencial,12/08/2024
JOB-100334,BluePixel,MADRID,España,Data Engineer,TypeScript,Vue,Senior,USD 42440,Remoto,07/05/2023
JOB-100335,NeoTech,Barranquilla,Colombia,Cloud Architect,TypeScript,Spark,Senior,$17612,Presencial,2025/10/30
JOB-100336,QuantumWare,Arequipa,Perú,Data Analyst,C#,Spark,Senior,USD 19760,Híbrido,2022/01/10
JOB-100337,DataNova,Valparaíso,Chile,Data Analyst,Kotlin,.NET,Mid,"$26,465",Presencial,2023-03-14
JOB-100338,Orion Cloud,Cali ,Colombia,BI Developer,Python,Angular,Mid,US$ 9.405,Híbrido,15/09/2025
JOB-100339,CodeWorks,San Francisco,USA,DevOps Engineer,JavaScript,.NET,Mid,"$93,586",Híbrido,03-06-2025
JOB-100340,Lambda Solutions,rosario,Argentina,Cybersecurity Analyst,TypeScript,React,Junior,USD 15674,Remoto,19-05-2023
JOB-100341,Atlas Systems,Concepción,Chile,Data Engineer,PHP,Spark,Junior,US$ 25.347,Remoto,03-06-2023
JOB-100342,Lambda Solutions,Seattle,USA,Cloud Architect,Go,Angular,Mid,"$79,832",Presencial,17-10-2024
JOB-100343,DataNova,Córdoba,Argentina,Data Scientist,Scala,Flask,Senior,US$ 22.057,Presencial,28-05-2025
JOB-100344,Lambda Solutions,Guadalajara,México,Cloud Architect,JavaScript,Django,Mid,16255,Híbrido,2022/12/22
JOB-100345,NeoTech,Valparaíso,Chile,Frontend Developer,Swift,Django,Mid,"$20,786",Híbrido,2024/01/08
JOB-100346,RocketSoft,???,México,Data Scientist,Swift,Node.js,Junior,$13126,Presencial,2022/12/16
JOB-100347,BluePixel,SEATTLE,USA,DevOps Engineer,PHP,Spring,Mid,100996,Híbrido,2024-04-05
JOB-100348,Vertex AI,New York,USA,DevOps Engineer,PHP,.NET,Mid,106000,Híbrido,23-10-2024
JOB-100349,Lambda Solutions,Rosario,Argentina,Data Scientist,JavaScript,Angular,Senior,"$34,970",Remoto,18-07-2023
JOB-100350,QuantumWare,Seattle,USA,Cybersecurity Analyst,Go,Spark,Junior,"$67,601",Presencial,2025/03/06
JOB-100351,Vertex AI,Cartagena,Colombia,Frontend Developer,C#,Flask,Senior,US$ 23.449,Presencial,2022/08/16
JOB-100352,IA Factory,Rosario,Argentina,Data Engineer,Scala,Flask,Mid,"$25,946",Híbrido,2024/10/20
JOB-100353,IA Factory,Valparaíso,Chile,Data Engineer,JavaScript,Vue,Senior,33931,Remoto,2023/03/13
JOB-100354,GreenBit,Barcelona,España,Data Analyst,Swift,Django,Senior,$34914,Remoto,2025/03/20
JOB-100355,DevOpsLab,Santiago,Chile,ML Engineer,C#,Spark,Junior,$19750,Presencial,21-08-2025
JOB-100356,DevOpsLab,Madrid,España,MLOps Engineer,R,Laravel,Mid,"$38,413",Presencial,13/03/2023
JOB-100357,Vertex AI,Bucaramanga,Colombia,MLOps Engineer,TypeScript,Flask,Mid,,Híbrido,2023-03-24
JOB-100358,DevOpsLab,Rosario,Argentina,Cloud Architect,Go,Vue,Junior,US$ 16.177,Remoto,06-01-2025
JOB-100359,NeoTech,,Chile,Frontend Developer,Scala,Node.js,Mid,"$24,249",Remoto,2023-07-31
JOB-100360,IA Factory,New York,USA,Data Scientist,Swift,Angular,Mid,USD 83803,Presencial,2022-07-03
JOB-100361,GreenBit,Valparaíso,Chile,Backend Developer,Scala,Django,Mid,USD 27349,Remoto,07-08-2025
JOB-100362,GreenBit,Monterrey,México,Cloud Architect,Scala,Laravel,Mid,$20714,Híbrido,2022/12/06
JOB-100363,CloudForge,Lima,Perú,Data Engineer,Swift,Django,Mid,16687,Híbrido,2023/02/17
JOB-100364,DataNova,San Francisco,USA,Data Engineer,TypeScript,Django,Junior,USD 78616,Presencial,29/12/2023
JOB-100365,Lambda Solutions,Barcelona,España,Fullstack Developer,Go,Flask,Junior,"$27,414",Remoto,2024-07-20
JOB-100366,DevOpsLab,Austin,USA,Fullstack Developer,Kotlin,FastAPI,Junior,USD 67032,Remoto,2024/12/17
JOB-100367,SoftSmart,Monterrey,México,Fullstack Developer,Go,Spark,Junior,$14571,Presencial,26/02/2024
JOB-100368,GreenBit,Puebla,México,ML Engineer,JavaScript,Django,Junior,$15530,Híbrido,30/03/2022
JOB-100369,CloudForge,Córdoba,Argentina,Fullstack Developer,PHP,Laravel,Senior,$25634,Remoto,14/05/2023
JOB-100370,QuantumWare,Puebla,México,Data Analyst,Java,Laravel,Junior,$9618,Remoto,2025-03-13
JOB-100371,IA Factory,Puebla,México,DevOps Engineer,Scala,Spark,Senior,$27414,Presencial,2022-10-18
JOB-100372,QuantumWare,Rosario,Argentina,Data Analyst,C#,React,Junior,"$12,168",Presencial,2025-08-19
JOB-100373,SoftSmart,Buenos Aires,Argentina,Data Scientist,Python,FastAPI,Junior,"$16,292",Presencial,01-04-2022
JOB-100374,DevOpsLab,cusco,Perú,Cloud Architect,Python,FastAPI,Junior,US$ 18.242,Presencial,2022/11/30
JOB-100375,QuantumWare,Madrid,España,Data Scientist,Java,Django,Senior,USD 53065,Presencial,2022/04/22
JOB-100376,DataNova,Cusco,Perú,Cybersecurity Analyst,C#,Django,Junior,11830,Remoto,08/09/2022
JOB-100377,CyberShield,new york,USA,BI Developer,Java,Vue,Senior,"$103,849",Remoto,2022/07/03
JOB-100378,BluePixel,Valparaíso,Chile,Frontend Developer,JavaScript,FastAPI,Senior,US$ 41.144,Remoto,2022-06-03
JOB-100379,SoftSmart,Concepción,Chile,Cybersecurity Analyst,R,FastAPI,Mid,24936,Remoto,2022-05-01
JOB-100380,DevOpsLab,Seattle,USA,DevOps Engineer,Python,Spring,Senior,US$ 143.767,Híbrido,2023/09/08
JOB-100381,QuantumWare,Sevilla,España,Data Analyst,JavaScript,FastAPI,Junior,USD 34623,Híbrido,2023-05-27
JOB-100382,DataNova,arequipa,Perú,Fullstack Developer,C#,Vue,Mid,US$ 17.867,Híbrido,12/06/2022
JOB-100383,Lambda Solutions,Cartagena ,Colombia,DevOps Engineer,Scala,Node.js,Mid,11444,Remoto,2023-03-10
JOB-100384,NeoTech,Barcelona,España,DevOps Engineer,Swift,Spark,Junior,26080,Presencial,17-06-2023
JOB-100385,IA Factory,Monterrey,México,BI Developer,Kotlin,Laravel,Senior,US$ 13.548,Híbrido,2023-06-11
JOB-100386,SoftSmart,Barcelona,España,MLOps Engineer,Go,Laravel,Senior,US$ 41.086,Presencial,2024/03/12
JOB-100387,CloudForge,Medellín,Colombia,Cybersecurity Analyst,Python,Flask,Mid,$11874,Presencial,2024/11/11
JOB-100388,Orion Cloud,Córdoba,Argentina,ML Engineer,Java,Angular,Mid,"$19,474",Híbrido,14-07-2022
JOB-100389,SoftSmart,Lima,Perú,Data Scientist,R,React,Junior,$15271,Híbrido,2025-07-03
JOB-100390,CloudForge,Valparaíso,Chile,Data Analyst,JavaScript,Spark,Senior,US$ 34.334,Remoto,22-10-2022
JOB-100391,CodeWorks,Concepción,Chile,DevOps Engineer,Go,Spark,Junior,$20478,Híbrido,2022/01/31
JOB-100392,DevOpsLab,Guadalajara,México,Fullstack Developer,PHP,Vue,Senior,USD 28177,Híbrido,21/01/2024
JOB-100393,CyberShield,lima,Perú,Backend Developer,JavaScript,Angular,Mid,"$15,610",Remoto,2024/02/26
JOB-100394,RocketSoft,Sevilla,España,Frontend Developer,Python,Django,Junior,USD 29090,Híbrido,02-03-2022
JOB-100395,CyberShield,Buenos Aires,Argentina,Data Analyst,Kotlin,Vue,Senior,USD 21249,Híbrido,22/12/2022
JOB-100396,CodeWorks,Seattle,USA,Data Analyst,C#,Flask,Mid,USD 108863,Presencial,2022-04-28
JOB-100397,RocketSoft,Arequipa ,Perú,Data Engineer,C#,Laravel,Senior,USD 25345,Presencial,25/04/2022
JOB-100398,Lambda Solutions,Seattle,USA,Backend Developer,Java,Flask,Mid,$101979,Presencial,2022-09-27
JOB-100399,Lambda Solutions,???,Perú,Data Analyst,C#,Angular,Senior,US$ 31.030,Híbrido,2024/09/13
JOB-100400,DataNova,,España,MLOps Engineer,Scala,Vue,Junior,$35322,Presencial,20/08/2025
JOB-100401,DevOpsLab,Arequipa,Perú,MLOps Engineer,PHP,Spring,Mid,17837,Presencial,25/08/2025
JOB-100402,DataNova,CDMX,México,BI Developer,Kotlin,Flask,Mid,USD 20126,Remoto,2023/09/16
JOB-100403,CloudForge,Cali,Colombia,DevOps Engineer,Python,Spark,Junior,USD 7538,Remoto,2024/09/04
JOB-100404,RocketSoft,Puebla ,México,MLOps Engineer,C#,Laravel,Junior,US$ 15.337,Híbrido,2023/04/09
JOB-100405,IA Factory,Cartagena,Colombia,Fullstack Developer,R,Spark,Senior,17150,Remoto,01/01/2022
JOB-100406,Atlas Systems,Concepción,Chile,BI Developer,Kotlin,FastAPI,Senior,"$26,504",Remoto,2025-02-25
JOB-100407,GreenBit,Valparaíso,Chile,ML Engineer,JavaScript,Vue,Junior,US$ 24.011,Remoto,25-04-2023
JOB-100408,Orion Cloud,Guadalajara,México,DevOps Engineer,Go,Laravel,Senior,US$ 22.538,Presencial,2024-04-15
JOB-100409,CyberShield,Lima,Perú,Data Scientist,Go,Flask,Mid,$19844,Remoto,20-12-2024
JOB-100410,CyberShield,Concepción,Chile,Cloud Architect,C#,FastAPI,Senior,USD 32795,Presencial,17/02/2025
JOB-100411,Atlas Systems,San Francisco,USA,BI Developer,R,Spring,Senior,152821,Presencial,2022-05-31
JOB-100412,RocketSoft,Córdoba,Argentina,Backend Developer,Scala,Node.js,Junior,$19149,Híbrido,27/10/2023
JOB-100413,CloudForge,Guadalajara,México,Backend Developer,Swift,.NET,Mid,$15758,Híbrido,20-09-2025
JOB-100414,DevOpsLab,Bogotá,Colombia,Backend Developer,Scala,React,Mid,USD 9245,Presencial,2024-05-11
JOB-100415,Orion Cloud,Seattle,USA,Fullstack Developer,TypeScript,Vue,Mid,"$93,127",Presencial,06/02/2022
JOB-100416,CyberShield,Guadalajara,México,MLOps Engineer,Go,Vue,Senior,US$ 28.408,Híbrido,2023/09/09
JOB-100417,CloudForge,Medellín,Colombia,BI Developer,Kotlin,Spark,Senior,US$ 15.864,Presencial,2025/02/22
JOB-100418,DataNova,???,México,ML Engineer,Java,React,Junior,US$ 13.074,Remoto,2022-02-09
JOB-100419,CloudForge,Cartagena,Colombia,Backend Developer,JavaScript,FastAPI,Mid,"$12,878",Híbrido,2024/09/07
JOB-100420,CloudForge,CARTAGENA,Colombia,Frontend Developer,JavaScript,Angular,Junior,USD 7000,Remoto,2023/11/05
JOB-100421,DevOpsLab,Lima,Perú,Backend Developer,TypeScript,Vue,Junior,"$12,964",Híbrido,2023-08-28
JOB-100422,CloudForge,Guadalajara,México,Cloud Architect,Java,Flask,Senior,$19969,Híbrido,2023-04-19
JOB-100423,RocketSoft,???,México,BI Developer,R,Spring,Junior,USD 15036,Híbrido,2023/05/09
JOB-100424,Lambda Solutions,MADRID,España,Data Engineer,Python,Django,Junior,27042,Remoto,03-08-2025
JOB-100425,IA Factory,Guadalajara ,México,Backend Developer,Go,Spark,Mid,"$14,989",Híbrido,2025/10/27
JOB-100426,BluePixel,New York,USA,Data Scientist,TypeScript,Node.js,Junior,USD 71966,Remoto,25/12/2022
JOB-100427,SoftSmart,Valparaíso,Chile,Fullstack Developer,Java,Vue,Senior,US$ 27.290,Presencial,2023-09-29
JOB-100428,CloudForge,Cali,Colombia,BI Developer,R,.NET,Mid,$11976,Híbrido,14-10-2023
JOB-100429,GreenBit,Cusco,Perú,Data Engineer,PHP,Vue,Mid,16157,Remoto,2024-07-22
JOB-100430,Atlas Systems,Barranquilla,Colombia,ML Engineer,Python,Vue,Junior,$9056,Híbrido,2025-09-08
JOB-100431,Lambda Solutions,???,Argentina,DevOps Engineer,Swift,Flask,Junior,$14278,Remoto,2022/03/07
JOB-100432,DevOpsLab,puebla,México,Cybersecurity Analyst,Java,Flask,Mid,"$20,463",Híbrido,2024/05/22
JOB-100433,NeoTech,Seattle,USA,Cloud Architect,Swift,Flask,Junior,"$74,759",Presencial,15-08-2023
JOB-100434,SoftSmart,Cartagena,Colombia,Data Engineer,JavaScript,React,Mid,$12944,Remoto,07-06-2023
JOB-100435,DevOpsLab,Valencia,España,BI Developer,PHP,Node.js,Junior,USD 32587,Remoto,01/01/2022
JOB-100436,DataNova,San Francisco,USA,Frontend Developer,TypeScript,Django,Junior,66809,Híbrido,2023/09/10
JOB-100437,QuantumWare,Bucaramanga,Colombia,DevOps Engineer,Go,Flask,Junior,$10420,Presencial,17/04/2022
JOB-100438,BluePixel,Córdoba,Argentina,Frontend Developer,Swift,Spark,Mid,21047,Remoto,2025/01/09
JOB-100439,CodeWorks,Cusco,Perú,Fullstack Developer,JavaScript,Node.js,Junior,USD 15077,Presencial,2024/07/22
JOB-100440,Orion Cloud,CDMX,México,Data Engineer,C#,Node.js,Mid,"$16,923",Remoto,22/02/2022
JOB-100441,CloudForge,Sevilla,España,Cloud Architect,Python,React,Mid,"$35,566",Híbrido,27-09-2023
JOB-100442,Vertex AI,Cartagena,Colombia,Data Engineer,Go,Node.js,Senior,US$ 18.779,Híbrido,02-07-2024
JOB-100443,NeoTech,New York,USA,Backend Developer,C#,Node.js,Senior,US$ 176.530,Híbrido,25-04-2025
JOB-100444,DevOpsLab,Miami,USA,DevOps Engineer,Java,Spring,Senior,"$116,438",Remoto,2023-04-01
JOB-100445,GreenBit,BARRANQUILLA,Colombia,ML Engineer,R,Spark,Senior,USD 18146,Híbrido,21/11/2024
JOB-100446,DataNova,Cusco,Perú,MLOps Engineer,JavaScript,Laravel,Mid,$17011,Remoto,2022-02-05
JOB-100447,Vertex AI,Cartagena,Colombia,Data Scientist,Python,React,Senior,USD 18777,Presencial,05/08/2024
JOB-100448,DevOpsLab,Buenos Aires,Argentina,ML Engineer,Scala,FastAPI,Junior,USD 17051,Presencial,20/07/2023
JOB-100449,Orion Cloud,Barcelona,España,Data Scientist,Java,Django,Mid,USD 44042,Presencial,08/06/2023
JOB-100450,IA Factory,Concepción,Chile,Backend Developer,TypeScript,Spring,Junior,"$11,615",Presencial,01/05/2025
JOB-100451,GreenBit,Buenos Aires,Argentina,Cybersecurity Analyst,Python,FastAPI,Junior,US$ 14.557,Remoto,18-10-2023
JOB-100452,SoftSmart,Guadalajara ,México,Cybersecurity Analyst,PHP,.NET,Senior,"$21,464",Híbrido,20-06-2025
JOB-100453,IA Factory,Guadalajara,México,MLOps Engineer,C#,FastAPI,Junior,USD 14166,Presencial,30/08/2023
JOB-100454,Orion Cloud,Rosario,Argentina,BI Developer,Kotlin,FastAPI,Mid,"$17,828",Presencial,24/10/2022
JOB-100455,Vertex AI,Cali,Colombia,Data Engineer,R,Flask,Mid,USD 10846,Híbrido,13/03/2024
JOB-100456,DataNova,Sevilla,España,Data Scientist,Kotlin,Node.js,Senior,$58641,Remoto,2025-02-09
JOB-100457,DevOpsLab,Arequipa,Perú,MLOps Engineer,PHP,Spark,Mid,23135,Híbrido,17-11-2022
